檢驗日期,工單號碼,料號,顏色碼,盤號,瑕疵種類,瑕疵統計
20260519_093136, 10000519, A3252820T, QRB, 091504, C03_Bubble, 3
20260519_093136, 10000519, A3252820T, QRB, 091504, CO4_Empty, 0
20260519_093136, 10000519, A3252820T, QRB, 091504, C06_Edge, 0
20260519_093901, 10000519, A3252820T, QRB, 092137, C00_dot, 40
20260519_093901, 10000519, A3252820T, QRB, 092137, C01_White, 1
20260519_093901, 10000519, A3252820T, QRB, 092137, C02_Crake, 8
20260519_093901, 10000519, A3252820T, QRB, 092137, C03_Bubble, 0
20260519_093901, 10000519, A3252820T, QRB, 092137, CO4_Empty, 0
20260519_093901, 10000519, A3252820T, QRB, 092137, C06_Edge, 0
20260519_094632, 10000519, A3252820T, QRB, 092849, C00_dot, 41
20260519_094632, 10000519, A3252820T, QRB, 092849, C01_White, 0
20260519_094632, 10000519, A3252820T, QRB, 092849, C02_Crake, 5
20260519_094632, 10000519, A3252820T, QRB, 092849, C03_Bubble, 0
20260519_094632, 10000519, A3252820T, QRB, 092849, CO4_Empty, 0
20260519_094632, 10000519, A3252820T, QRB, 092849, C06_Edge, 0
20260519_095359, 10000519, A3252820T, QRB, 093414, C00_dot, 27
20260519_095359, 10000519, A3252820T, QRB, 093414, C01_White, 0
20260519_095359, 10000519, A3252820T, QRB, 093414, C02_Crake, 1
20260519_095359, 10000519, A3252820T, QRB, 093414, C03_Bubble, 1
20260519_095359, 10000519, A3252820T, QRB, 093414, CO4_Empty, 0
20260519_095359, 10000519, A3252820T, QRB, 093414, C06_Edge, 0
20260519_100127, 10000519, A3252820T, QRB, 094227, C00_dot, 26
20260519_100127, 10000519, A3252820T, QRB, 094227, C01_White, 0
20260519_100127, 10000519, A3252820T, QRB, 094227, C02_Crake, 5
20260519_100127, 10000519, A3252820T, QRB, 094227, C03_Bubble, 0
20260519_100127, 10000519, A3252820T, QRB, 094227, CO4_Empty, 0
20260519_100127, 10000519, A3252820T, QRB, 094227, C06_Edge, 0
20260519_100855, 10000519, A3252820T, QRB, 094923, C00_dot, 23
20260519_100855, 10000519, A3252820T, QRB, 094923, C01_White, 0
20260519_100855, 10000519, A3252820T, QRB, 094923, C02_Crake, 7
20260519_100855, 10000519, A3252820T, QRB, 094923, C03_Bubble, 0
20260519_100855, 10000519, A3252820T, QRB, 094923, CO4_Empty, 0
20260519_100855, 10000519, A3252820T, QRB, 094923, C06_Edge, 0
20260520_090230, 10000520, A3252820T, QRB, 085417, C00_dot, 16
20260520_090230, 10000520, A3252820T, QRB, 085417, C01_White, 0
20260520_090230, 10000520, A3252820T, QRB, 085417, C02_Crake, 0
20260520_090230, 10000520, A3252820T, QRB, 085417, C03_Bubble, 0
20260520_090230, 10000520, A3252820T, QRB, 085417, CO4_Empty, 0
20260520_090230, 10000520, A3252820T, QRB, 085417, C06_Edge, 0
20260520_091011, 10000520, A3252820T, QRB, 085430, C00_dot, 26
20260520_091011, 10000520, A3252820T, QRB, 085430, C01_White, 0
20260520_091011, 10000520, A3252820T, QRB, 085430, C02_Crake, 0
20260520_091011, 10000520, A3252820T, QRB, 085430, C03_Bubble, 0
20260520_091011, 10000520, A3252820T, QRB, 085430, CO4_Empty, 0
20260520_091011, 10000520, A3252820T, QRB, 085430, C06_Edge, 0
20260520_091747, 10000520, A3252820T, QRB, 085503, C00_dot, 20
20260520_091747, 10000520, A3252820T, QRB, 085503, C01_White, 0
20260520_091747, 10000520, A3252820T, QRB, 085503, C02_Crake, 2
20260520_091747, 10000520, A3252820T, QRB, 085503, C03_Bubble, 0
20260520_091747, 10000520, A3252820T, QRB, 085503, CO4_Empty, 0
20260520_091747, 10000520, A3252820T, QRB, 085503, C06_Edge, 0
20260520_092522, 10000520, A3252820T, QRB, 091011, C00_dot, 13
20260520_092522, 10000520, A3252820T, QRB, 091011, C01_White, 0
20260520_092522, 10000520, A3252820T, QRB, 091011, C02_Crake, 1
20260520_092522, 10000520, A3252820T, QRB, 091011, C03_Bubble, 1
20260520_092522, 10000520, A3252820T, QRB, 091011, CO4_Empty, 0
20260520_092522, 10000520, A3252820T, QRB, 091011, C06_Edge, 0
20260520_093258, 10000520, A3252820T, QRB, 091028, C00_dot, 11
20260520_093258, 10000520, A3252820T, QRB, 091028, C01_White, 0
20260520_093258, 10000520, A3252820T, QRB, 091028, C02_Crake, 2
20260520_093258, 10000520, A3252820T, QRB, 091028, C03_Bubble, 1
20260520_093258, 10000520, A3252820T, QRB, 091028, CO4_Empty, 0
20260520_093258, 10000520, A3252820T, QRB, 091028, C06_Edge, 0
20260520_094027, 10000520, A3252820T, QRB, 092058, C00_dot, 19
20260520_094027, 10000520, A3252820T, QRB, 092058, C01_White, 0
20260520_094027, 10000520, A3252820T, QRB, 092058, C02_Crake, 2
20260520_094027, 10000520, A3252820T, QRB, 092058, C03_Bubble, 1
20260520_094027, 10000520, A3252820T, QRB, 092058, CO4_Empty, 0
20260520_094027, 10000520, A3252820T, QRB, 092058, C06_Edge, 0
20260520_094753, 10000520, A3252820T, QRB, 092842, C00_dot, 29
20260520_094753, 10000520, A3252820T, QRB, 092842, C01_White, 0
20260520_094753, 10000520, A3252820T, QRB, 092842, C02_Crake, 0
20260520_094753, 10000520, A3252820T, QRB, 092842, C03_Bubble, 1
20260520_094753, 10000520, A3252820T, QRB, 092842, CO4_Empty, 0
20260520_094753, 10000520, A3252820T, QRB, 092842, C06_Edge, 0
20260520_095525, 10000520, A3252820T, QRB, 093527, C00_dot, 20
20260520_095525, 10000520, A3252820T, QRB, 093527, C01_White, 0
20260520_095525, 10000520, A3252820T, QRB, 093527, C02_Crake, 1
20260520_095525, 10000520, A3252820T, QRB, 093527, C03_Bubble, 0
20260520_095525, 10000520, A3252820T, QRB, 093527, CO4_Empty, 0
20260520_095525, 10000520, A3252820T, QRB, 093527, C06_Edge, 0
20260520_100253, 10000520, A3252820T, QRB, 094207, C00_dot, 45
20260520_100253, 10000520, A3252820T, QRB, 094207, C01_White, 0
20260520_100253, 10000520, A3252820T, QRB, 094207, C02_Crake, 3
20260520_100253, 10000520, A3252820T, QRB, 094207, C03_Bubble, 1
20260520_100253, 10000520, A3252820T, QRB, 094207, CO4_Empty, 0
20260520_100253, 10000520, A3252820T, QRB, 094207, C06_Edge, 0
20260520_101029, 10000520, A3252820T, QRB, 095143, C00_dot, 32
20260520_101029, 10000520, A3252820T, QRB, 095143, C01_White, 0
20260520_101029, 10000520, A3252820T, QRB, 095143, C02_Crake, 1
20260520_101029, 10000520, A3252820T, QRB, 095143, C03_Bubble, 1
20260520_101029, 10000520, A3252820T, QRB, 095143, CO4_Empty, 0
20260520_101029, 10000520, A3252820T, QRB, 095143, C06_Edge, 0
20260521_090055, 10000521, A3252820T, QRB, 085240, C00_dot, 29
20260521_090055, 10000521, A3252820T, QRB, 085240, C01_White, 0
20260521_090055, 10000521, A3252820T, QRB, 085240, C02_Crake, 0
20260521_090055, 10000521, A3252820T, QRB, 085240, C03_Bubble, 0
20260521_090055, 10000521, A3252820T, QRB, 085240, CO4_Empty, 0
20260521_090055, 10000521, A3252820T, QRB, 085240, C06_Edge, 0
20260521_090841, 10000521, A3252820T, QRB, 085253, C00_dot, 13
20260521_090841, 10000521, A3252820T, QRB, 085253, C01_White, 0
20260521_090841, 10000521, A3252820T, QRB, 085253, C02_Crake, 7
20260521_090841, 10000521, A3252820T, QRB, 085253, C03_Bubble, 0
20260521_090841, 10000521, A3252820T, QRB, 085253, CO4_Empty, 0
20260521_090841, 10000521, A3252820T, QRB, 085253, C06_Edge, 0
20260521_091615, 10000521, A3252820T, QRB, 085304, C00_dot, 19
20260521_091615, 10000521, A3252820T, QRB, 085304, C01_White, 0
20260521_091615, 10000521, A3252820T, QRB, 085304, C02_Crake, 1
20260521_091615, 10000521, A3252820T, QRB, 085304, C03_Bubble, 1
20260521_091615, 10000521, A3252820T, QRB, 085304, CO4_Empty, 0
20260521_091615, 10000521, A3252820T, QRB, 085304, C06_Edge, 0
20260521_092343, 10000521, A3252820T, QRB, 090611, C00_dot, 21
20260521_092343, 10000521, A3252820T, QRB, 090611, C01_White, 0
20260521_092343, 10000521, A3252820T, QRB, 090611, C02_Crake, 3
20260521_092343, 10000521, A3252820T, QRB, 090611, C03_Bubble, 0
20260521_092343, 10000521, A3252820T, QRB, 090611, CO4_Empty, 0
20260521_092343, 10000521, A3252820T, QRB, 090611, C06_Edge, 0
20260521_093115, 10000521, A3252820T, QRB, 091331, C00_dot, 5
20260521_093115, 10000521, A3252820T, QRB, 091331, C01_White, 0
20260521_093115, 10000521, A3252820T, QRB, 091331, C02_Crake, 2
20260521_093115, 10000521, A3252820T, QRB, 091331, C03_Bubble, 0
20260521_093115, 10000521, A3252820T, QRB, 091331, CO4_Empty, 0
20260521_093115, 10000521, A3252820T, QRB, 091331, C06_Edge, 0
20260521_093846, 10000521, A3252820T, QRB, 091913, C00_dot, 13
20260521_093846, 10000521, A3252820T, QRB, 091913, C01_White, 0
20260521_093846, 10000521, A3252820T, QRB, 091913, C02_Crake, 2
20260521_093846, 10000521, A3252820T, QRB, 091913, C03_Bubble, 0
20260521_093846, 10000521, A3252820T, QRB, 091913, CO4_Empty, 0
20260521_093846, 10000521, A3252820T, QRB, 091913, C06_Edge, 0
20260521_094623, 10000521, A3252820T, QRB, 093038, C00_dot, 16
20260521_094623, 10000521, A3252820T, QRB, 093038, C01_White, 0
20260521_094623, 10000521, A3252820T, QRB, 093038, C02_Crake, 3
20260521_094623, 10000521, A3252820T, QRB, 093038, C03_Bubble, 1
20260521_094623, 10000521, A3252820T, QRB, 093038, CO4_Empty, 0
20260521_094623, 10000521, A3252820T, QRB, 093038, C06_Edge, 0
20260521_095356, 10000521, A3252820T, QRB, 093546, C00_dot, 24
20260521_095356, 10000521, A3252820T, QRB, 093546, C01_White, 0
20260521_095356, 10000521, A3252820T, QRB, 093546, C02_Crake, 3
20260521_095356, 10000521, A3252820T, QRB, 093546, C03_Bubble, 1
20260521_095356, 10000521, A3252820T, QRB, 093546, CO4_Empty, 0
20260521_095356, 10000521, A3252820T, QRB, 093546, C06_Edge, 0
20260521_100128, 10000521, A3252820T, QRB, 095208, C00_dot, 13
20260521_100128, 10000521, A3252820T, QRB, 095208, C01_White, 0
20260521_100128, 10000521, A3252820T, QRB, 095208, C02_Crake, 3
20260521_100128, 10000521, A3252820T, QRB, 095208, C03_Bubble, 0
20260521_100128, 10000521, A3252820T, QRB, 095208, CO4_Empty, 0
20260521_100128, 10000521, A3252820T, QRB, 095208, C06_Edge, 0
20260521_100858, 10000521, A3252820T, QRB, 095217, C00_dot, 44
20260521_100858, 10000521, A3252820T, QRB, 095217, C01_White, 0
20260521_100858, 10000521, A3252820T, QRB, 095217, C02_Crake, 16
20260521_100858, 10000521, A3252820T, QRB, 095217, C03_Bubble, 4
20260521_100858, 10000521, A3252820T, QRB, 095217, CO4_Empty, 0
20260521_100858, 10000521, A3252820T, QRB, 095217, C06_Edge, 0
